label,left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20
C,0.3071984052658081,0.6161680817604065,-2.312938729431835e-10,0.3744038939476013,0.6285252571105957,0.0326844714581966,0.4494480192661285,0.6138851642608643,0.039086140692234,0.5073761343955994,0.6277361512184143,0.0293738916516304,0.5550405383110046,0.6411923766136169,0.0166066046804189,0.4452175498008728,0.4422290921211242,0.0759070515632629,0.4892635345458984,0.3746424317359924,0.0725054517388343,0.5306795239448547,0.3468723893165588,0.0560708716511726,0.5718796253204346,0.3344010412693023,0.040972139686346,0.4301560819149017,0.4238487184047699,0.0374848842620849,0.4835902750492096,0.343851089477539,0.0324026308953762,0.5352135300636292,0.3253424763679504,0.0064552631229162,0.5813802480697632,0.3278279304504394,-0.0143963256850838,0.4122684299945831,0.4153981208801269,-0.0049891080707311,0.4681839942932129,0.3395737111568451,-0.0129442382603883,0.5216936469078064,0.3253420293331146,-0.0368416495621204,0.5677183866500854,0.3278318047523498,-0.0554648488759994,0.3965839147567749,0.421816885471344,-0.047949381172657,0.4481690227985382,0.3578510582447052,-0.0584505163133144,0.4919920563697815,0.3403828740119934,-0.0726734101772308,0.5332885980606079,0.334263265132904,-0.0858238413929939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.3059592843055725,0.6176792979240417,-4.3633006929777445e-11,0.3746184706687927,0.6303613781929016,0.0348062813282012,0.4480811655521393,0.6157413721084595,0.042042139917612,0.5058401226997375,0.6297109127044678,0.032451257109642,0.5543537735939026,0.6438937187194824,0.0196394640952348,0.4455250203609466,0.4430943131446838,0.0799909234046936,0.4892294108867645,0.3766686916351318,0.0775931254029274,0.5302338600158691,0.3484993875026703,0.0611560828983783,0.5709594488143921,0.3353970348834991,0.0458590872585773,0.4308963716030121,0.4250742495059967,0.0402985215187072,0.4840705692768097,0.3441728353500366,0.0360662601888179,0.5354170203208923,0.3244622945785522,0.0095913494005799,0.5807766914367676,0.3263967037200928,-0.0118056507781147,0.4133711755275726,0.4171613156795501,-0.0034517548047006,0.4695931375026703,0.340230643749237,-0.0111212329939007,0.523169755935669,0.3263828158378601,-0.0356947146356105,0.5683304667472839,0.3297571539878845,-0.0548291951417923,0.3984562158584595,0.4243733882904053,-0.047510877251625,0.4504404067993164,0.3599544167518616,-0.0581069029867649,0.4946874380111694,0.3438040912151336,-0.0725985169410705,0.5356830358505249,0.3394315540790558,-0.0859754607081413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.3045865297317505,0.6200464963912964,-1.5679877535257347e-11,0.3734534978866577,0.6318685412406921,0.0363095588982105,0.4482932388782501,0.6165969967842102,0.044252011924982,0.5063731670379639,0.6296402812004089,0.0351206548511981,0.5540823936462402,0.6421533226966858,0.0226942207664251,0.4447289705276489,0.4430849552154541,0.0812270864844322,0.4889614880084991,0.3763927221298218,0.0788745060563087,0.5300791263580322,0.3487904369831085,0.0628512129187583,0.5706861019134521,0.3360366225242615,0.0479013472795486,0.4295943677425384,0.4249231219291687,0.0405199974775314,0.4828623831272125,0.3434700965881347,0.0360852219164371,0.5342139601707458,0.3242232799530029,0.0100780613720417,0.5798376202583313,0.3264339864253998,-0.0108888074755668,0.4119292497634887,0.4171591699123382,-0.0042776660993695,0.4684837460517883,0.3395878076553345,-0.0126712983474135,0.5226743221282959,0.3253979682922363,-0.0372373014688491,0.568608283996582,0.3287195563316345,-0.0561578795313835,0.3971593081951141,0.4245973825454712,-0.0492533408105373,0.4502534866333008,0.3594965934753418,-0.0605651475489139,0.4950650334358215,0.3429187536239624,-0.0752823799848556,0.5368610620498657,0.3383516669273376,-0.0887070298194885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.3037979900836944,0.6190556287765503,2.7266347513155154e-10,0.3724449276924133,0.6291907429695129,0.0361793301999568,0.448115199804306,0.6125988960266113,0.0442450158298015,0.5065653324127197,0.6259458065032959,0.035365305840969,0.5541571974754333,0.6386475563049316,0.0234049391001462,0.4436419606208801,0.4417765438556671,0.0812469720840454,0.4887912273406982,0.3753334879875183,0.0796896815299987,0.5300014615058899,0.3478144407272339,0.0646145343780517,0.5702736377716064,0.3344832062721252,0.05038458481431,0.4285181164741516,0.4243152737617492,0.0410148128867149,0.4825749397277832,0.3430446982383728,0.037866860628128,0.5334562063217163,0.3245179951190948,0.0133301643654704,0.5782890915870667,0.3267949819564819,-0.006611525081098,0.4109712839126587,0.4167574048042297,-0.0033063706941902,0.468288391828537,0.3395370244979858,-0.0102933850139379,0.5219219326972961,0.3254069089889526,-0.0336993001401424,0.5671172738075256,0.3286190629005432,-0.0519020706415176,0.3963103592395782,0.424371600151062,-0.0478688180446624,0.4498739242553711,0.3607256412506103,-0.0577374398708343,0.4944940209388733,0.3436740636825561,-0.0715502724051475,0.536032497882843,0.3381135463714599,-0.0843633785843849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.3038295805454254,0.6170063614845276,-3.9204897661626603e-10,0.3721889853477478,0.6277363300323486,0.0337602756917476,0.4473986327648163,0.6101064085960388,0.0409182906150817,0.5054917931556702,0.6215508580207825,0.0314920991659164,0.5538344979286194,0.6342417001724243,0.0191598162055015,0.4450644552707672,0.4398389756679535,0.0794680267572403,0.4892258942127228,0.3728075623512268,0.0769347324967384,0.5300817489624023,0.3456678390502929,0.0612338110804557,0.5703876614570618,0.3336648046970367,0.0467374175786972,0.4296029508113861,0.4216808080673218,0.0403968468308448,0.4814811646938324,0.3403510451316833,0.0364528596401214,0.5312643051147461,0.3215177655220032,0.0112913744524121,0.5765082240104675,0.3229042291641235,-0.0089608309790492,0.4116986691951751,0.4134173989295959,-0.0029672058299183,0.4671331644058227,0.3371831178665161,-0.0101999007165431,0.5202093124389648,0.3226757049560547,-0.0336995050311088,0.5662230849266052,0.3249507546424866,-0.0519626699388027,0.396000325679779,0.420084685087204,-0.0468342900276184,0.4481492638587951,0.3569660484790802,-0.0566202290356159,0.4928000867366791,0.338992714881897,-0.070446528494358,0.5353296995162964,0.3327022790908813,-0.0833015367388725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.3012752532958984,0.6151517033576965,1.3185660896475326e-10,0.3697870373725891,0.6250616908073425,0.0362399704754352,0.4445788562297821,0.608144223690033,0.0440661460161209,0.5022738575935364,0.620931088924408,0.0348164662718772,0.5501553416252136,0.6357210874557495,0.0222435295581817,0.4422816038131714,0.4372521936893463,0.0794587433338165,0.4874874651432037,0.3717873096466064,0.0761212706565857,0.5288381576538086,0.3444486856460571,0.0597931407392025,0.5695009231567383,0.3317960500717163,0.0447964668273925,0.427181988954544,0.4196396768093109,0.0386017337441444,0.4810318350791931,0.3394007980823517,0.033593513071537,0.5318213701248169,0.3200227320194244,0.0078550893813371,0.577621340751648,0.3210634291172027,-0.0129217626526951,0.4094437062740326,0.4123589396476745,-0.0063162147998809,0.4657576084136963,0.3359058499336242,-0.0146474223583936,0.5194455981254578,0.3204028010368347,-0.0387169830501079,0.5658888816833496,0.3215186297893524,-0.0574296079576015,0.3941943943500519,0.4202046990394592,-0.0514546409249305,0.4470061957836151,0.3562228083610534,-0.062452882528305,0.4919295012950897,0.3383765518665313,-0.0769014358520507,0.5344566106796265,0.3317707777023315,-0.0902166292071342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.3003326058387756,0.6170779466629028,1.4394468950129635e-10,0.3691067099571228,0.6273903846740723,0.0351707637310028,0.4445985853672027,0.6111859679222107,0.0428905338048934,0.5024091601371765,0.6231211423873901,0.0335180945694446,0.5506556034088135,0.6371803879737854,0.0209434162825346,0.4425840377807617,0.439684122800827,0.0820313468575477,0.4878862202167511,0.3749925196170807,0.0799649953842163,0.5287421941757202,0.3459991812705993,0.0641440004110336,0.5686923265457153,0.3308980762958526,0.049366757273674,0.4272378981113434,0.4216228723526001,0.0418378636240959,0.4813051223754883,0.3415350317955017,0.0384196378290653,0.5314111709594727,0.3216081857681274,0.0131556475535035,0.5763881802558899,0.3217547535896301,-0.0073264995589852,0.4094379544258117,0.4132056832313537,-0.0027094127144664,0.4673283398151397,0.337516725063324,-0.0099057182669639,0.5206325054168701,0.3235875964164734,-0.0336576700210571,0.5665082931518555,0.3256493210792541,-0.0521888509392738,0.3942417502403259,0.4194080233573913,-0.0477079674601554,0.4489707052707672,0.3563549518585205,-0.0576165914535522,0.4943134784698486,0.3409863710403442,-0.071500726044178,0.5369846820831299,0.33656907081604,-0.0844589993357658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.3003658056259155,0.6187579035758972,2.9345639807054624e-10,0.370451271533966,0.6289838552474976,0.0368189439177513,0.4464472830295563,0.6121568083763123,0.0468485504388809,0.5039622187614441,0.6227790117263794,0.0396745316684246,0.5516167283058167,0.6360183358192444,0.0295333340764045,0.4423598349094391,0.44167560338974,0.0886577889323234,0.4871362745761871,0.3771749138832092,0.089881382882595,0.5275706648826599,0.34784996509552,0.0764259397983551,0.5667374730110168,0.3326966762542724,0.0631460100412368,0.427000492811203,0.4235095381736755,0.0486221946775913,0.481202483177185,0.344981849193573,0.0489141754806041,0.5315645933151245,0.3251198232173919,0.0258522368967533,0.5763522386550903,0.3252358436584472,0.0067500504665076,0.4093343019485473,0.4145554304122925,0.0040056402795016,0.4672055840492248,0.3397903144359588,-0.0004405342624522,0.520513653755188,0.3258602619171142,-0.0229126550257205,0.566560685634613,0.3275474309921264,-0.0407241433858871,0.3946675658226013,0.4200611710548401,-0.0410803258419036,0.4492157697677612,0.3574709892272949,-0.0492584742605686,0.4943050742149353,0.341487854719162,-0.0623475797474384,0.5370593070983887,0.3361971080303192,-0.0747270137071609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.3016414046287536,0.6176541447639465,-5.064536567900291e-10,0.3711953163146972,0.6274358034133911,0.0376502312719821,0.4471047222614288,0.6106817722320557,0.0463676527142524,0.5057564377784729,0.6240273118019104,0.0375119373202323,0.5553699731826782,0.6375007629394531,0.0257147718220949,0.4421237111091614,0.4383281171321869,0.0862987339496612,0.4868172705173492,0.3725495934486389,0.0860016942024231,0.5275995135307312,0.3448449373245239,0.0714664310216903,0.5676504373550415,0.3324364423751831,0.0574463009834289,0.4270235300064087,0.4209895730018616,0.0450260676443576,0.4802967309951782,0.3402562141418457,0.0433699190616607,0.5306730270385742,0.3219984769821167,0.0192699879407882,0.5753710269927979,0.3251364827156067,-0.0004044147790409,0.4095419347286224,0.4133199155330658,-0.000577601371333,0.4659453332424164,0.3368450403213501,-0.0056357705034315,0.5194466710090637,0.3236488997936249,-0.0280915014445781,0.5653159022331238,0.3276385366916656,-0.0460358671844005,0.394998699426651,0.4210913777351379,-0.04656932502985,0.4482259452342987,0.3570649623870849,-0.0549213103950023,0.4934977889060974,0.3402070999145508,-0.0679936185479164,0.5362669229507446,0.3352504372596741,-0.0804882571101188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,0.3034100532531738,0.6140344738960266,-8.942553364477133e-10,0.3715063631534576,0.6242302656173706,0.0334650985896587,0.4465846717357635,0.6069964170455933,0.0397760234773159,0.5042940378189087,0.6180170774459839,0.0295950043946504,0.5513848066329956,0.6297191977500916,0.0162298250943422,0.4437240958213806,0.4377191066741943,0.0755147337913513,0.4879011213779449,0.3710119128227234,0.0714242085814476,0.5282611846923828,0.3432010412216186,0.0552438795566558,0.5679371953010559,0.3298974633216858,0.0404407121241092,0.4277853369712829,0.4195639491081238,0.0357861444354057,0.480778157711029,0.3381993174552917,0.0299003068357706,0.5307207703590393,0.3183916807174682,0.0044366749934852,0.5760946273803711,0.3187859058380127,-0.0160235222429037,0.4095604717731476,0.4119743704795837,-0.0081303790211677,0.4659844636917114,0.3353152573108673,-0.0175329074263572,0.5194430947303772,0.3198182582855224,-0.0417004376649856,0.5660646557807922,0.3211791217327118,-0.060233499854803,0.3939925134181976,0.419920265674591,-0.0524080842733383,0.4475737512111664,0.35589200258255,-0.0640043318271637,0.4927040338516235,0.3380644917488098,-0.0785777196288108,0.5358220338821411,0.3317177295684814,-0.091891124844551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
