label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.15003594756126404,0.6882738471031189,-3.58670973810149e-07,0.20816011726856232,0.6804906725883484,-0.035450030118227005,0.2681857943534851,0.5977126359939575,-0.044669363647699356,0.30688270926475525,0.5259989500045776,-0.04904337227344513,0.3462497293949127,0.4937472939491272,-0.04609159007668495,0.2555023431777954,0.5308138132095337,-0.01612057350575924,0.254023015499115,0.48517757654190063,-0.04657317325472832,0.22852271795272827,0.5469715595245361,-0.05582033470273018,0.22551283240318298,0.5767684578895569,-0.056174930185079575,0.2147533893585205,0.5130695700645447,-0.007493374403566122,0.2147473692893982,0.47063377499580383,-0.04064175859093666,0.19450747966766357,0.550057590007782,-0.037653598934412,0.19899925589561462,0.5748588442802429,-0.0253707654774189,0.17591902613639832,0.5064929127693176,-0.00639336509630084,0.17318284511566162,0.46773290634155273,-0.03994766250252724,0.16267013549804688,0.5421889424324036,-0.023974372074007988,0.17010515928268433,0.5662758946418762,-0.0031258140224963427,0.1396506130695343,0.5052583813667297,-0.008483135141432285,0.1356680691242218,0.4789934456348419,-0.027366988360881805,0.13419270515441895,0.530180037021637,-0.016694530844688416,0.1422489434480667,0.549245297908783,-0.0021656581666320562
A,0.5080279111862183,0.804100513458252,-5.043540909355215e-07,0.46171337366104126,0.7372758388519287,-0.028783682733774185,0.44485560059547424,0.6168152689933777,-0.035286009311676025,0.4307498633861542,0.5380332469940186,-0.040419016033411026,0.4010416269302368,0.4987873136997223,-0.03970274329185486,0.49239382147789,0.5962657928466797,-0.0055222176015377045,0.5114986300468445,0.5503032803535461,-0.03676449507474899,0.5007463693618774,0.622822105884552,-0.05039422959089279,0.4943862557411194,0.6480112075805664,-0.05587039142847061,0.5316271781921387,0.6135241389274597,-0.0037207514978945255,0.549371600151062,0.5727509260177612,-0.0393630713224411,0.5261912941932678,0.6545708775520325,-0.04498155042529106,0.5181871056556702,0.6661810278892517,-0.040584005415439606,0.5654566287994385,0.6399251818656921,-0.008635619655251503,0.5842697024345398,0.6042281985282898,-0.043977025896310806,0.556349515914917,0.6742223501205444,-0.03224307298660278,0.5447291135787964,0.6868520379066467,-0.01578412391245365,0.592359721660614,0.6681001782417297,-0.01610461063683033,0.6063051819801331,0.6470378637313843,-0.03337709233164787,0.581967830657959,0.6910896897315979,-0.022250061854720116,0.5712978839874268,0.7002602815628052,-0.010030051693320274
A,0.14905428886413574,0.6888062357902527,-3.502310050862434e-07,0.20804131031036377,0.6791353225708008,-0.035538189113140106,0.26731663942337036,0.5975549817085266,-0.04483221471309662,0.30628150701522827,0.5267562866210938,-0.04937807098031044,0.34610792994499207,0.493933767080307,-0.04637402668595314,0.2579614520072937,0.5327109694480896,-0.01464953925460577,0.25291913747787476,0.4848257899284363,-0.04582158848643303,0.2272266447544098,0.5456822514533997,-0.05597321316599846,0.2261212021112442,0.5750979781150818,-0.05694148689508438,0.21716518700122833,0.5145238041877747,-0.0061549036763608456,0.21354511380195618,0.4696032404899597,-0.03984609618782997,0.19378064572811127,0.5470437407493591,-0.03738517314195633,0.20053155720233917,0.5713289380073547,-0.025482872501015663,0.17784468829631805,0.5075766444206238,-0.005429379176348448,0.17312467098236084,0.4668658971786499,-0.039508454501628876,0.16225512325763702,0.54006028175354,-0.02371322363615036,0.17121678590774536,0.5636327862739563,-0.002895343117415905,0.14094886183738708,0.5061808228492737,-0.008017870597541332,0.13654357194900513,0.479512095451355,-0.02712857350707054,0.13406535983085632,0.530003547668457,-0.01661764085292816,0.14239051938056946,0.5483925938606262,-0.0021750207524746656
A,0.5057339668273926,0.8004135489463806,-4.982046561963216e-07,0.4620489776134491,0.7333956360816956,-0.02981645241379738,0.4458315670490265,0.6151443123817444,-0.03647144138813019,0.430913507938385,0.5377013683319092,-0.04151260480284691,0.40044254064559937,0.4985836148262024,-0.04045502468943596,0.4943116307258606,0.5890839099884033,-0.00351406866684556,0.5107077956199646,0.5497827529907227,-0.03355192020535469,0.4989017844200134,0.6218628883361816,-0.04641543701291084,0.49490705132484436,0.6405947804450989,-0.05231700837612152,0.5345758199691772,0.6056610941886902,-0.0011979747796431184,0.5484285950660706,0.5733305811882019,-0.036619748920202255,0.5243582725524902,0.6526320576667786,-0.0420682318508625,0.5205318331718445,0.6578238606452942,-0.037893060594797134,0.5679575800895691,0.6327903866767883,-0.005918951705098152,0.5803720355033875,0.6104851365089417,-0.040594179183244705,0.5519745945930481,0.6764541864395142,-0.028805242851376534,0.5452617406845093,0.6806039810180664,-0.012880687601864338,0.5939355492591858,0.6610735058784485,-0.013534307479858398,0.602573037147522,0.6498936414718628,-0.02910507284104824,0.5783900022506714,0.6921440362930298,-0.01801256462931633,0.5721838474273682,0.6960695385932922,-0.00644682627171278
A,0.14687052369117737,0.6824575066566467,-3.2527262305848126e-07,0.2079799771308899,0.6721658706665039,-0.03524373099207878,0.26753196120262146,0.5914608240127563,-0.04384353756904602,0.30616363883018494,0.5200868844985962,-0.04733150452375412,0.3461659550666809,0.48845675587654114,-0.042737800627946854,0.2542886435985565,0.5280610918998718,-0.0137578584253788,0.25115644931793213,0.48150065541267395,-0.042438022792339325,0.2264912724494934,0.5434190034866333,-0.05064339563250542,0.22578078508377075,0.5680933594703674,-0.051069341599941254,0.2143326848745346,0.5112113356590271,-0.0050493753515183926,0.2113099843263626,0.4691842198371887,-0.035879917442798615,0.1932327002286911,0.5459759831428528,-0.0322655625641346,0.20162725448608398,0.5625510811805725,-0.020712964236736298,0.17580170929431915,0.5046885013580322,-0.0040305363945662975,0.17159178853034973,0.4685624837875366,-0.03588835895061493,0.16191062331199646,0.5388669371604919,-0.019826501607894897,0.1723572164773941,0.5539560914039612,6.695838237646967e-05,0.13946394622325897,0.5025990009307861,-0.006316883023828268,0.13586711883544922,0.4779474139213562,-0.023027535527944565,0.13355830311775208,0.5268931984901428,-0.011469434946775436,0.14108505845069885,0.5420138239860535,0.0028401350136846304
A,0.5072676539421082,0.7932254672050476,-4.978464858140796e-07,0.46308889985084534,0.726199746131897,-0.03242441266775131,0.44453147053718567,0.6106818914413452,-0.0392967164516449,0.4287499785423279,0.5350654721260071,-0.043642908334732056,0.3987570106983185,0.49649471044540405,-0.041692450642585754,0.4959779381752014,0.5695111155509949,-0.00322240823879838,0.5048147439956665,0.5507239699363708,-0.03001575358211994,0.49586397409439087,0.6196568012237549,-0.04159850627183914,0.4961680769920349,0.625074565410614,-0.04830745607614517,0.5392270684242249,0.5837287902832031,0.0011557898251339793,0.5412650108337402,0.5761569738388062,-0.030239291489124298,0.5197932124137878,0.6512312293052673,-0.034330133348703384,0.520213782787323,0.6451810598373413,-0.030839016661047935,0.5738504528999329,0.6123945116996765,-0.0017979989061132073,0.5734896659851074,0.6182651519775391,-0.03386276215314865,0.5466683506965637,0.6789315342903137,-0.023412780836224556,0.5437208414077759,0.6729477643966675,-0.009876515716314316,0.5998610854148865,0.6431186199188232,-0.008225318975746632,0.5970068573951721,0.6564589142799377,-0.023993289098143578,0.572657585144043,0.6949490904808044,-0.01660185493528843,0.5679271817207336,0.690830409526825,-0.00826861523091793
A,0.14739380776882172,0.6819867491722107,-3.182015575475816e-07,0.20752620697021484,0.6723252534866333,-0.036874525249004364,0.2667337656021118,0.5917227268218994,-0.046139031648635864,0.3047063648700714,0.5186074376106262,-0.04972771182656288,0.3444265127182007,0.4863089621067047,-0.044982586055994034,0.2534165382385254,0.5269273519515991,-0.015321372076869011,0.2502032220363617,0.48199424147605896,-0.044233012944459915,0.2261282205581665,0.543418824672699,-0.05227325111627579,0.2254025638103485,0.5667731761932373,-0.052510328590869904,0.21343839168548584,0.5101375579833984,-0.00572605524212122,0.21012219786643982,0.4699397087097168,-0.03624109551310539,0.19275642931461334,0.5470455288887024,-0.03229416534304619,0.2011297643184662,0.5603570342063904,-0.020544270053505898,0.17552563548088074,0.5033644437789917,-0.003958661109209061,0.17023494839668274,0.47115105390548706,-0.03531606122851372,0.16167786717414856,0.5397310853004456,-0.019353041425347328,0.1728781908750534,0.5497716665267944,0.00019729412451852113,0.1400877684354782,0.5009260773658752,-0.005587573163211346,0.1355576068162918,0.47865453362464905,-0.02129957638680935,0.13392509520053864,0.5269307494163513,-0.00928881112486124,0.1415453851222992,0.5387989282608032,0.005112737417221069
A,0.5056962370872498,0.7908447980880737,-5.139041263646504e-07,0.46183133125305176,0.7209556698799133,-0.031485047191381454,0.4436153173446655,0.6071048378944397,-0.03808021545410156,0.4268876612186432,0.532839298248291,-0.042450204491615295,0.3970824182033539,0.49460601806640625,-0.0405903160572052,0.49861428141593933,0.5622023344039917,-0.0006879844586364925,0.5021111369132996,0.549250602722168,-0.02732875570654869,0.49328696727752686,0.6184216737747192,-0.0399898998439312,0.4947655200958252,0.6247765421867371,-0.04733680188655853,0.541050374507904,0.577045738697052,0.003441205248236656,0.5377728939056396,0.5768177509307861,-0.02721281722187996,0.5167492628097534,0.6502779722213745,-0.03206876292824745,0.5193802714347839,0.6455045938491821,-0.02930408902466297,0.5750977993011475,0.6076456308364868,0.00027032577781938016,0.5702587366104126,0.6181561946868896,-0.031243743374943733,0.5435773134231567,0.6776068210601807,-0.02115578018128872,0.5430530309677124,0.6728312373161316,-0.007780066691339016,0.6005195379257202,0.6401010155677795,-0.0063676075078547,0.5948260426521301,0.6538894772529602,-0.021242719143629074,0.5699485540390015,0.691331148147583,-0.013403232209384441,0.5668428540229797,0.688382089138031,-0.004662377294152975
A,0.14773082733154297,0.6822197437286377,-3.338491865179094e-07,0.20851802825927734,0.6734151840209961,-0.03657996654510498,0.2689681053161621,0.5909073948860168,-0.04462255910038948,0.30441606044769287,0.5166096091270447,-0.04656737670302391,0.34309107065200806,0.484770804643631,-0.040026623755693436,0.2524648904800415,0.526902437210083,-0.01636483147740364,0.24939672648906708,0.481789767742157,-0.04408634454011917,0.226145938038826,0.5450801849365234,-0.05082230642437935,0.22567690908908844,0.5675302743911743,-0.05040743574500084,0.21209901571273804,0.511542558670044,-0.006531344726681709,0.2097356617450714,0.4704914093017578,-0.03628358989953995,0.19312244653701782,0.5486800670623779,-0.032094553112983704,0.20055723190307617,0.561224639415741,-0.020434852689504623,0.17435041069984436,0.5054664015769958,-0.004230213817209005,0.1698140650987625,0.4727758467197418,-0.035100217908620834,0.16164840757846832,0.5429046154022217,-0.019197752699255943,0.17201387882232666,0.5519424676895142,9.207730181515217e-05,0.13897451758384705,0.5030002593994141,-0.005184665322303772,0.13526925444602966,0.48054078221321106,-0.020488165318965912,0.13397009670734406,0.52952641248703,-0.008396114222705364,0.14074580371379852,0.5406192541122437,0.005821201018989086
A,0.5042856335639954,0.7895399928092957,-5.549885599975823e-07,0.4615684449672699,0.7190374732017517,-0.030612431466579437,0.4431073069572449,0.6051425933837891,-0.036836326122283936,0.42742466926574707,0.5314973592758179,-0.04095969349145889,0.39732271432876587,0.49262452125549316,-0.038795504719018936,0.4975077211856842,0.5588797926902771,-0.0002057014062302187,0.5030230283737183,0.5502818822860718,-0.026309894397854805,0.49223148822784424,0.6175123453140259,-0.03819265961647034,0.4922488033771515,0.623649537563324,-0.04499710723757744,0.539838969707489,0.5722712278366089,0.0035809813998639584,0.5381782054901123,0.5797075033187866,-0.026215815916657448,0.5153455138206482,0.6508908271789551,-0.030270351096987724,0.5169370770454407,0.6435144543647766,-0.02702675573527813,0.573721706867218,0.602758526802063,4.5668024540646e-05,0.5702374577522278,0.6200346350669861,-0.03107276000082493,0.5428377389907837,0.6767098307609558,-0.02168130688369274,0.5413222312927246,0.6690608263015747,-0.009026726707816124,0.5994400382041931,0.6359030604362488,-0.006924031302332878,0.5942971706390381,0.6553828120231628,-0.02292940579354763,0.5690173506736755,0.6912792325019836,-0.016721559688448906,0.5645844340324402,0.6855916976928711,-0.009038562886416912
